Region,Country,First Closed Won Opp Date,Account ID,CSM Status Stage,Activation Date,Highest Product,Last Product usage date,# delivery partners
Region D,Country 15,9/30/2021,0016R000036IygU,Onboarding,,,,1
Region D,Country 15,9/30/2021,0016R000036Iygy,Onboarding,,,,1
Region D,Country 15,9/30/2021,0016R000036IygZ,Onboarding,,,,1
Region A,Country 1,9/30/2021,0016R000036Iyh3,Active,20-Oct-2021,,1/13/2022 1:05 PM,1
Region D,Country 15,9/30/2021,0016R000036Iyh8,Onboarding,,,,1
Region D,Country 15,9/30/2021,0016R000036Iyhc,Onboarding,,,,1
Region D,Country 15,9/30/2021,0016R000036IyhD,Onboarding,,,,1
Region D,Country 15,9/30/2021,0016R000036IyhI,Onboarding,,,,1
Region D,Country 15,9/30/2021,0016R000036Iyhm,Onboarding,,,,2
Region D,Country 15,9/30/2021,0016R000036IyhN,Onboarding,,,,1
Region D,Country 15,9/30/2021,0016R000036IyhS,Onboarding,,,,1
Region D,Country 15,9/30/2021,0016R000036Iyhw,Onboarding,,,,2
Region D,Country 15,9/30/2021,0016R000036IyhX,Onboarding,,,,1
Region D,Country 15,9/30/2021,0016R000036Iylz,Active,5-Oct-2021,,11/22/2021 5:51 AM,
Region C,Country 16,9/30/2021,0016R000036IyqK,Churned,20-Aug-2021,,12/10/2021 2:03 AM,0
Region D,Country 25,10/1/2021,0016R000036IyQx,Active,6-Oct-2021,,,1
Region D,Country 11,9/30/2021,0016R000036Iyrn,Onboarding,,,,
Region D,Country 5,10/6/2021,0016R000036Iyrr,Active,12-Oct-2021,,,2
Region D,Country 11,9/30/2021,0016R000036IywE,Churned,13-Oct-2021,,,1
Region D,Country 11,9/30/2021,0016R000036Iyxf,Onboarding,,,,
Region C,Country 16,9/30/2021,0016R000036Iyyn,Active,1-Oct-2021,,12/27/2021 10:53 AM,4
Region D,Country 11,9/30/2021,0016R000036Iyyp,Onboarding,,,,
Region D,Country 11,9/30/2021,0016R000036Iyyq,Onboarding,,,,
Region D,Country 11,9/30/2021,0016R000036Iz0L,Onboarding,,,,
Region D,Country 11,9/30/2021,0016R000036Iz3d,Onboarding,,,,
Region D,Country 11,9/30/2021,0016R000036Iz3i,Onboarding,,,,
Region D,Country 11,9/30/2021,0016R000036Iz3P,Onboarding,,,,
Region D,Country 11,9/30/2021,0016R000036Iz3s,Onboarding,,,,
Region D,Country 11,9/30/2021,0016R000036Iz3T,Onboarding,,,,
Region D,Country 11,9/30/2021,0016R000036Iz3x,Onboarding,,,,
Region D,Country 11,9/30/2021,0016R000036Iz3Y,Onboarding,,,,
Region D,Country 11,9/30/2021,0016R000036Iz3y,Onboarding,,,,
Region D,Country 11,9/30/2021,0016R000036Iz47,Onboarding,,,,
Region D,Country 11,9/30/2021,0016R000036Iz4b,Onboarding,,,,
Region D,Country 11,9/30/2021,0016R000036Iz4C,Onboarding,,,,
Region D,Country 11,9/30/2021,0016R000036Iz4g,Onboarding,,,,
Region D,Country 11,9/30/2021,0016R000036Iz4H,Onboarding,,,,
Region D,Country 11,9/30/2021,0016R000036Iz4R,Onboarding,,,,
Region D,Country 11,9/30/2021,0016R000036Iz4v,Onboarding,,,,
Region D,Country 11,9/30/2021,0016R000036Iz4w,Onboarding,,,,
Region D,Country 11,9/30/2021,0016R000036Iz55,Onboarding,,,,
Region D,Country 11,9/30/2021,0016R000036Iz5e,Onboarding,,,,
Region D,Country 11,9/30/2021,0016R000036Iz5F,Onboarding,,,,
Region D,Country 11,9/30/2021,0016R000036Iz5j,Active,12-Oct-2021,,1/9/2022 10:22 PM,3
Region D,Country 11,9/30/2021,0016R000036Iz5o,Onboarding,,,,
Region D,Country 11,9/30/2021,0016R000036Iz5Q,Onboarding,,,,
Region D,Country 11,9/30/2021,0016R000036Iz5t,Onboarding,,,,
Region D,Country 11,9/30/2021,0016R000036Iz5U,Onboarding,,,,
Region D,Country 11,9/30/2021,0016R000036Iz63,Onboarding,,,,
Region D,Country 11,9/30/2021,0016R000036Iz68,Onboarding,,,,
Region D,Country 11,9/30/2021,0016R000036Iz6c,Onboarding,,,,
Region D,Country 11,9/30/2021,0016R000036Iz6h,Onboarding,,,,
Region D,Country 11,9/30/2021,0016R000036Iz6I,Onboarding,,,,
Region D,Country 11,9/30/2021,0016R000036Iz6N,Onboarding,,,,
Region D,Country 11,9/30/2021,0016R000036Iz6r,Onboarding,,,,
Region D,Country 11,9/30/2021,0016R000036Iz6S,Onboarding,,,,
Region D,Country 11,9/30/2021,0016R000036Iz6w,Onboarding,,,,
Region D,Country 11,9/30/2021,0016R000036Iz71,Onboarding,,,,
Region D,Country 11,9/30/2021,0016R000036Iz76,Onboarding,,,,
Region D,Country 11,9/30/2021,0016R000036Iz7a,Onboarding,,,,
Region D,Country 11,9/30/2021,0016R000036Iz7B,Onboarding,,,,
Region D,Country 11,9/30/2021,0016R000036Iz7f,Onboarding,,,,
Region D,Country 11,9/30/2021,0016R000036Iz7G,Onboarding,,,,
Region D,Country 11,9/30/2021,0016R000036Iz7M,Onboarding,,,,
Region D,Country 11,9/30/2021,0016R000036Iz7p,Onboarding,,,,
Region D,Country 11,9/30/2021,0016R000036Iz7Q,Onboarding,,,,
Region D,Country 11,9/30/2021,0016R000036Iz7u,Onboarding,,,,
Region D,Country 11,9/30/2021,0016R000036Iz7v,Onboarding,,,,
Region D,Country 11,9/30/2021,0016R000036Iz84,Onboarding,,,,
Region D,Country 11,9/30/2021,0016R000036Iz89,Onboarding,,,,
Region D,Country 11,9/30/2021,0016R000036Iz8d,Onboarding,,,,
Region D,Country 11,9/30/2021,0016R000036Iz8E,Onboarding,,,,
Region D,Country 11,9/30/2021,0016R000036Iz8J,Onboarding,,,,
Region D,Country 11,9/30/2021,0016R000036Iz8n,Onboarding,,,,
Region D,Country 11,9/30/2021,0016R000036Iz8O,Onboarding,,,,
Region D,Country 11,9/30/2021,0016R000036Iz8T,Onboarding,,,,
Region D,Country 11,9/30/2021,0016R000036Iz8x,Onboarding,,,,
Region D,Country 11,9/30/2021,0016R000036Iz92,Onboarding,,,,
Region D,Country 11,9/30/2021,0016R000036Iz97,Onboarding,,,,
Region D,Country 11,9/30/2021,0016R000036Iz9H,Onboarding,,,,
Region D,Country 11,9/30/2021,0016R000036Iz9M,Onboarding,,,,
Region D,Country 11,9/30/2021,0016R000036Iz9R,Onboarding,,,,
Region D,Country 14,9/30/2021,0016R000036IzaT,Onboarding,,,11/27/2021 11:22 PM,
Region C,Country 16,9/30/2021,0016R000036IzAt,Active,1-Oct-2021,,12/30/2021 10:54 PM,3
Region D,Country 11,9/30/2021,0016R000036IzAZ,Active,12-Oct-2021,,1/9/2022 10:22 PM,3
Region D,Country 14,9/30/2021,0016R000036Izbp,Onboarding,,,11/27/2021 11:22 PM,
Region D,Country 14,9/30/2021,0016R000036Izbq,Onboarding,,,11/27/2021 11:22 PM,
Region B,Country 17,10/6/2021,0016R000036Izby,Onboarding,,,12/27/2021 6:56 AM,
Region D,Country 14,9/30/2021,0016R000036Izcr,Active,3-Nov-2021,,11/27/2021 11:22 PM,1
Region D,Country 11,9/30/2021,0016R000036IzCu,Active,11-Dec-2021,,1/9/2022 10:22 PM,3
Region D,Country 14,9/30/2021,0016R000036Izcw,Onboarding,,,11/27/2021 11:22 PM,
Region D,Country 14,9/30/2021,0016R000036Izd1,Onboarding,,,11/27/2021 11:22 PM,
Region D,Country 14,9/30/2021,0016R000036Izd6,Onboarding,,,11/27/2021 11:22 PM,
Region D,Country 14,9/30/2021,0016R000036Izda,Onboarding,,,11/27/2021 11:22 PM,
Region D,Country 14,9/30/2021,0016R000036Izdf,Active,4-Oct-2021,,11/27/2021 11:22 PM,
Region D,Country 14,9/30/2021,0016R000036IzdG,Onboarding,,,11/27/2021 11:22 PM,
Region D,Country 14,9/30/2021,0016R000036Izdk,Onboarding,,,11/27/2021 11:22 PM,
Region D,Country 14,9/30/2021,0016R000036IzdL,Onboarding,,,11/27/2021 11:22 PM,
Region D,Country 14,9/30/2021,0016R000036Izdp,Onboarding,,,11/27/2021 11:22 PM,
Region D,Country 14,9/30/2021,0016R000036Izdz,Onboarding,,,11/27/2021 11:22 PM,
Region D,Country 14,9/30/2021,0016R000036Ize9,Onboarding,,,11/27/2021 11:22 PM,
Region D,Country 14,9/30/2021,0016R000036Ized,Active,3-Nov-2021,,11/27/2021 11:22 PM,1
Region D,Country 14,9/30/2021,0016R000036IzeE,Onboarding,,,11/27/2021 11:22 PM,
Region D,Country 14,9/30/2021,0016R000036Izei,Onboarding,,,11/27/2021 11:22 PM,
Region D,Country 14,9/30/2021,0016R000036Izen,Onboarding,,,11/27/2021 11:22 PM,
Region D,Country 14,9/30/2021,0016R000036IzeO,Onboarding,,,11/27/2021 11:22 PM,
Region D,Country 14,9/30/2021,0016R000036Izes,Onboarding,,,11/27/2021 11:22 PM,
Region D,Country 14,9/30/2021,0016R000036IzeT,Onboarding,,,11/27/2021 11:22 PM,
Region D,Country 11,9/30/2021,0016R000036IzEW,Active,12-Oct-2021,,1/9/2022 10:22 PM,3
Region D,Country 14,9/30/2021,0016R000036IzeY,Onboarding,,,11/27/2021 11:22 PM,
Region D,Country 14,9/30/2021,0016R000036Izf2,Onboarding,,,11/27/2021 11:22 PM,
Region D,Country 11,9/30/2021,0016R000036IzF5,Active,12-Oct-2021,,1/9/2022 10:22 PM,3
Region D,Country 11,9/30/2021,0016R000036IzFB,Active,12-Oct-2021,,1/9/2022 10:22 PM,3
Region D,Country 14,9/30/2021,0016R000036IzfC,Onboarding,,,11/27/2021 11:22 PM,
Region D,Country 11,9/30/2021,0016R000036IzFy,Active,12-Oct-2021,,1/9/2022 10:22 PM,3
Region D,Country 15,10/20/2021,0016R000036IziQ,Onboarding,,,,
Region D,Country 11,9/30/2021,0016R000036IzIx,Active,12-Oct-2021,,1/9/2022 10:22 PM,3
Region C,Country 16,10/15/2021,0016R000036IzjT,Onboarding,,,1/7/2022 3:29 AM,2
Region C,Country 3,9/30/2021,0016R000036Izlk,Active,30-Sep-2021,,,2
Region B,Country 17,9/30/2021,0016R000036Izlp,Active,1-Dec-2021,,,3
Region C,Country 3,9/30/2021,0016R000036IzmS,Active,30-Sep-2021,,,2
Region D,Country 5,10/6/2021,0016R000036IzOf,Churned,12-Oct-2021,,,2
Region C,Country 3,9/30/2021,0016R000036IzPK,Active,1-Oct-2021,,,1
Region D,Country 11,9/30/2021,0016R000036IzPn,Active,15-Nov-2021,,,1
Region C,Country 16,9/30/2021,0016R000036IzpR,Active,1-Oct-2021,,12/27/2021 10:53 AM,4
Region A,Country 6,9/30/2021,0016R000036IzPx,Churned,,,,
Region C,Country 3,9/30/2021,0016R000036IzqA,Active,1-Oct-2021,,12/21/2021 11:31 PM,1
Region D,Country 24,9/30/2021,0016R000036IzQC,Onboarding,,,,2
Region D,Country 11,9/30/2021,0016R000036Izqo,Active,13-Oct-2021,,,2
Region B,Country 2,10/5/2021,0016R000036Izqy,Active,28-Oct-2021,,12/8/2021 10:21 PM,2
Region A,Country 6,9/30/2021,0016R000036IzRo,Active,8-Oct-2021,,,3
Region D,Country 11,11/26/2021,0016R000036IzRz,Active,6-Dec-2021,,1/9/2022 10:22 PM,3
Region C,Country 3,9/30/2021,0016R000036Izt4,Active,1-Oct-2021,,12/21/2021 11:31 PM,1
Region D,Country 11,9/30/2021,0016R000036Izt9,Active,13-Oct-2021,,,2
Region D,Country 24,9/30/2021,0016R000036IzTQ,Active,2-Nov-2021,,,3
Region D,Country 5,9/30/2021,0016R000036IzTV,Churned,,,1/6/2022 6:37 PM,0
Region B,Country 2,10/19/2021,0016R000036Izu4,Active,8-Nov-2021,,,1
Region C,Country 16,9/30/2021,0016R000036IzuO,Active,4-Nov-2021,,12/24/2021 11:23 AM,2
Region A,Country 13,9/30/2021,0016R000036IzUx,Onboarding,,,,2
Region B,Country 2,10/1/2021,0016R000036Izv7,Churned,5-Oct-2021,,,0
Region D,Country 11,11/26/2021,0016R000036IzVq,Active,7-Dec-2021,,1/9/2022 10:22 PM,3
Region D,Country 11,11/26/2021,0016R000036IzVv,Active,6-Dec-2021,,1/9/2022 10:22 PM,3
Region D,Country 11,11/26/2021,0016R000036IzW5,Active,6-Dec-2021,,1/9/2022 10:22 PM,3
Region D,Country 11,11/26/2021,0016R000036IzWA,Active,6-Dec-2021,,1/9/2022 10:22 PM,3
Region D,Country 11,11/26/2021,0016R000036IzWe,Active,6-Dec-2021,,1/9/2022 10:22 PM,4
Region C,Country 16,9/30/2021,0016R000036IzWF,Active,29-Oct-2021,,12/30/2021 9:34 AM,3
Region D,Country 11,11/26/2021,0016R000036IzWj,Active,11-Dec-2021,,1/9/2022 10:22 PM,2
Region D,Country 11,11/26/2021,0016R000036IzWK,Active,6-Dec-2021,,1/9/2022 10:22 PM,3
Region C,Country 16,10/8/2021,0016R000036Izwo,Active,11-Nov-2021,,1/9/2022 6:28 AM,3
Region D,Country 11,11/26/2021,0016R000036IzWP,Active,6-Dec-2021,,1/9/2022 10:22 PM,3
Region D,Country 11,11/26/2021,0016R000036IzWt,Active,6-Dec-2021,,1/9/2022 10:22 PM,3
Region D,Country 11,11/26/2021,0016R000036IzWU,Active,14-Dec-2021,,1/9/2022 10:22 PM,3
Region D,Country 11,11/26/2021,0016R000036IzWZ,Active,6-Dec-2021,,1/9/2022 10:22 PM,3
Region D,Country 11,9/30/2021,0016R000036IzX3,Active,12-Oct-2021,,1/9/2022 10:22 PM,3
Region C,Country 16,9/30/2021,0016R000036Izx3,Onboarding,,,1/12/2022 1:53 PM,
Region D,Country 11,9/30/2021,0016R000036IzX8,Active,12-Oct-2021,,1/9/2022 10:22 PM,3
Region D,Country 11,9/30/2021,0016R000036IzXc,Active,12-Oct-2021,,1/9/2022 10:22 PM,3
Region D,Country 11,11/26/2021,0016R000036IzXD,Active,6-Dec-2021,,1/9/2022 10:22 PM,3
Region B,Country 9,10/27/2021,0016R000036IzxD,Onboarding,,,,
Region D,Country 11,11/26/2021,0016R000036IzXh,Active,7-Dec-2021,,1/9/2022 10:22 PM,3
Region D,Country 11,11/26/2021,0016R000036IzXI,Onboarding,,,1/9/2022 10:22 PM,2
Region C,Country 16,9/30/2021,0016R000036Izxm,Onboarding,,,1/12/2022 1:53 PM,
Region D,Country 11,11/26/2021,0016R000036IzXN,Active,6-Dec-2021,,1/9/2022 10:22 PM,3
Region C,Country 16,9/30/2021,0016R000036Izxn,Onboarding,,,1/12/2022 1:53 PM,
Region D,Country 11,9/30/2021,0016R000036Izxr,Active,13-Oct-2021,,,2
Region D,Country 11,9/30/2021,0016R000036Izxs,Active,13-Oct-2021,,,2
Region D,Country 11,11/26/2021,0016R000036IzXS,Active,7-Dec-2021,,1/9/2022 10:22 PM,2
Region D,Country 11,11/26/2021,0016R000036IzXw,Active,7-Dec-2021,,1/9/2022 10:22 PM,1
Region D,Country 11,9/30/2021,0016R000036IzxX,Active,13-Oct-2021,,,2
Region D,Country 11,11/26/2021,0016R000036IzY6,Active,6-Dec-2021,,1/9/2022 10:22 PM,3
Region C,Country 16,9/30/2021,0016R000036Izy6,Onboarding,,,12/24/2021 11:23 AM,0
Region C,Country 3,9/30/2021,0016R000036Izz4,Onboarding,,,1/12/2022 1:53 PM,
Region C,Country 3,9/30/2021,0016R000036Izz5,Onboarding,,,1/12/2022 1:53 PM,
Region C,Country 3,9/30/2021,0016R000036Izz6,Onboarding,,,1/12/2022 1:53 PM,
Region C,Country 3,9/30/2021,0016R000036Izz7,Onboarding,,,1/12/2022 1:53 PM,
Region C,Country 3,9/30/2021,0016R000036Izzi,Onboarding,,,1/12/2022 1:53 PM,
Region C,Country 16,9/30/2021,0016R000036Izzs,Onboarding,,,1/12/2022 1:53 PM,
Region C,Country 3,9/30/2021,0016R000036J002,Onboarding,,,1/12/2022 1:53 PM,
Region D,Country 20,9/30/2021,0016R000036J03k,Active,5-Oct-2021,,1/15/2022 2:55 AM,2
Region D,Country 20,9/30/2021,0016R000036J03p,Active,5-Oct-2021,,1/15/2022 2:55 AM,2
Region D,Country 20,9/30/2021,0016R000036J03q,Active,5-Oct-2021,,1/15/2022 2:55 AM,2
Region D,Country 20,9/30/2021,0016R000036J03r,Active,5-Oct-2021,,1/15/2022 2:55 AM,2
Region D,Country 20,9/30/2021,0016R000036J03u,Active,5-Oct-2021,,1/15/2022 2:55 AM,1
Region D,Country 20,9/30/2021,0016R000036J04i,Active,5-Oct-2021,,1/15/2022 2:55 AM,2
Region D,Country 20,9/30/2021,0016R000036J04J,Active,5-Oct-2021,,1/15/2022 2:55 AM,2
Region D,Country 20,9/30/2021,0016R000036J04O,Active,5-Oct-2021,,1/15/2022 2:55 AM,3
Region C,Country 16,9/30/2021,0016R000036J04T,Active,29-Oct-2021,,12/24/2021 11:23 AM,3
Region D,Country 20,9/30/2021,0016R000036J04Y,Active,5-Oct-2021,,1/15/2022 2:55 AM,2
Region B,Country 2,10/1/2021,0016R000036J05g,Churned,,,,0
Region C,Country 16,9/30/2021,0016R000036J08z,Active,11-Nov-2021,,12/24/2021 11:23 AM,2
Region B,Country 9,9/30/2021,0016R000036J0aj,Active,7-Dec-2021,,1/11/2022 2:51 AM,3
Region B,Country 9,9/30/2021,0016R000036J0ak,Active,7-Dec-2021,,1/11/2022 2:51 AM,4
Region B,Country 9,9/30/2021,0016R000036J0al,Active,7-Dec-2021,,1/11/2022 2:51 AM,4
Region C,Country 16,9/30/2021,0016R000036J0aM,Active,30-Sep-2021,,12/14/2021 4:56 AM,1
Region B,Country 9,9/30/2021,0016R000036J0am,Active,7-Dec-2021,,1/11/2022 2:51 AM,3
Region B,Country 9,9/30/2021,0016R000036J0an,Active,7-Dec-2021,,1/11/2022 2:51 AM,4
Region B,Country 9,9/30/2021,0016R000036J0ao,Active,7-Dec-2021,,1/11/2022 2:51 AM,4
Region B,Country 9,9/30/2021,0016R000036J0ap,Active,7-Dec-2021,,1/11/2022 2:51 AM,4
Region B,Country 9,9/30/2021,0016R000036J0aq,Active,7-Dec-2021,,1/11/2022 2:51 AM,4
Region B,Country 9,9/30/2021,0016R000036J0ar,Active,7-Dec-2021,,1/11/2022 2:51 AM,3
Region B,Country 9,9/30/2021,0016R000036J0as,Active,7-Dec-2021,,1/11/2022 2:51 AM,2
Region B,Country 9,9/30/2021,0016R000036J0at,Active,7-Dec-2021,,1/11/2022 2:51 AM,4
Region B,Country 9,9/30/2021,0016R000036J0au,Active,7-Dec-2021,,1/11/2022 2:51 AM,5
Region B,Country 9,9/30/2021,0016R000036J0av,Active,7-Dec-2021,,1/11/2022 2:51 AM,4
Region B,Country 9,9/30/2021,0016R000036J0aw,Active,7-Dec-2021,,1/11/2022 2:51 AM,4
Region B,Country 9,9/30/2021,0016R000036J0ax,Active,7-Dec-2021,,1/11/2022 2:51 AM,2
Region B,Country 9,9/30/2021,0016R000036J0ay,Active,7-Dec-2021,,1/11/2022 2:51 AM,4
Region B,Country 9,9/30/2021,0016R000036J0az,Active,7-Dec-2021,,1/11/2022 2:51 AM,4
Region B,Country 9,9/30/2021,0016R000036J0b0,Active,7-Dec-2021,,1/11/2022 2:51 AM,4
Region B,Country 9,9/30/2021,0016R000036J0b1,Active,7-Dec-2021,,1/11/2022 2:51 AM,4
Region B,Country 9,9/30/2021,0016R000036J0b2,Active,7-Dec-2021,,1/11/2022 2:51 AM,4
Region B,Country 9,9/30/2021,0016R000036J0b3,Active,7-Dec-2021,,1/11/2022 2:51 AM,3
Region B,Country 9,9/30/2021,0016R000036J0b4,Active,7-Dec-2021,,1/11/2022 2:51 AM,5
Region B,Country 9,9/30/2021,0016R000036J0b5,Active,7-Dec-2021,,1/11/2022 2:51 AM,4
Region B,Country 9,9/30/2021,0016R000036J0b6,Active,7-Dec-2021,,1/11/2022 2:51 AM,4
Region B,Country 9,9/30/2021,0016R000036J0b7,Active,7-Dec-2021,,1/11/2022 2:51 AM,3
Region B,Country 9,9/30/2021,0016R000036J0b8,Active,7-Dec-2021,,1/11/2022 2:51 AM,5
Region B,Country 9,9/30/2021,0016R000036J0b9,Active,7-Dec-2021,,1/11/2022 2:51 AM,3
Region B,Country 9,9/30/2021,0016R000036J0bA,Active,7-Dec-2021,,1/11/2022 2:51 AM,4
Region B,Country 9,9/30/2021,0016R000036J0ba,Active,21-Dec-2021,,1/11/2022 2:51 AM,4
Region B,Country 9,9/30/2021,0016R000036J0bB,Active,7-Dec-2021,,1/11/2022 2:51 AM,4
Region B,Country 9,9/30/2021,0016R000036J0bb,Churned,,,1/11/2022 2:51 AM,
Region B,Country 9,9/30/2021,0016R000036J0bC,Active,7-Dec-2021,,1/11/2022 2:51 AM,4
Region B,Country 9,9/30/2021,0016R000036J0bc,Active,21-Dec-2021,,1/11/2022 2:51 AM,1
Region B,Country 9,9/30/2021,0016R000036J0bD,Active,7-Dec-2021,,1/11/2022 2:51 AM,2
Region B,Country 9,9/30/2021,0016R000036J0bd,Active,21-Dec-2021,,1/11/2022 2:51 AM,4
Region B,Country 9,9/30/2021,0016R000036J0bE,Active,21-Dec-2021,,1/11/2022 2:51 AM,4
Region B,Country 9,9/30/2021,0016R000036J0be,Active,21-Dec-2021,,1/11/2022 2:51 AM,5
Region B,Country 9,9/30/2021,0016R000036J0bF,Active,21-Dec-2021,,1/11/2022 2:51 AM,4
Region B,Country 9,9/30/2021,0016R000036J0bf,Active,21-Dec-2021,,1/11/2022 2:51 AM,4
Region B,Country 9,9/30/2021,0016R000036J0bG,Active,21-Dec-2021,,1/11/2022 2:51 AM,4
Region B,Country 9,9/30/2021,0016R000036J0bg,Active,21-Dec-2021,,1/11/2022 2:51 AM,4
Region B,Country 9,9/30/2021,0016R000036J0bH,Active,,,1/11/2022 2:51 AM,1
Region B,Country 9,9/30/2021,0016R000036J0bh,Active,21-Dec-2021,,1/11/2022 2:51 AM,4
Region B,Country 9,9/30/2021,0016R000036J0bI,Active,21-Dec-2021,,1/11/2022 2:51 AM,4
Region B,Country 9,9/30/2021,0016R000036J0bJ,Active,21-Dec-2021,,1/11/2022 2:51 AM,4
Region B,Country 9,9/30/2021,0016R000036J0bK,Active,,,1/11/2022 2:51 AM,1
Region B,Country 9,9/30/2021,0016R000036J0bL,Active,21-Dec-2021,,1/11/2022 2:51 AM,4
Region B,Country 9,9/30/2021,0016R000036J0bM,Active,21-Dec-2021,,1/11/2022 2:51 AM,1
Region B,Country 9,9/30/2021,0016R000036J0bN,Active,21-Dec-2021,,1/11/2022 2:51 AM,3
Region B,Country 9,9/30/2021,0016R000036J0bO,Active,21-Dec-2021,,1/11/2022 2:51 AM,4
Region C,Country 3,10/1/2021,0016R000036J0BP,Active,4-Oct-2021,,,2
Region B,Country 9,9/30/2021,0016R000036J0bP,Active,21-Dec-2021,,1/11/2022 2:51 AM,4
Region B,Country 9,9/30/2021,0016R000036J0bQ,Active,21-Dec-2021,,1/11/2022 2:51 AM,4
Region B,Country 9,9/30/2021,0016R000036J0bR,Active,21-Dec-2021,,1/11/2022 2:51 AM,4
Region B,Country 9,9/30/2021,0016R000036J0bS,Active,21-Dec-2021,,1/11/2022 2:51 AM,4
Region B,Country 9,9/30/2021,0016R000036J0bT,Active,21-Dec-2021,,1/11/2022 2:51 AM,4
Region B,Country 9,9/30/2021,0016R000036J0bU,Active,,,1/11/2022 2:51 AM,4
Region B,Country 9,9/30/2021,0016R000036J0bV,Active,21-Dec-2021,,1/11/2022 2:51 AM,4
Region B,Country 9,9/30/2021,0016R000036J0bW,Active,21-Dec-2021,,1/11/2022 2:51 AM,4
Region B,Country 9,9/30/2021,0016R000036J0bX,Active,21-Dec-2021,,1/11/2022 2:51 AM,5
Region B,Country 9,9/30/2021,0016R000036J0bY,Active,21-Dec-2021,,1/11/2022 2:51 AM,4
Region B,Country 9,9/30/2021,0016R000036J0bZ,Active,21-Dec-2021,,1/11/2022 2:51 AM,4
Region B,Country 19,9/30/2021,0016R000036J0cH,Blocked,4-Oct-2021,,,4
Region C,Country 3,10/14/2021,0016R000036J0Dp,Active,14-Oct-2021,,,1
Region B,Country 4,10/22/2021,0016R000036J0eD,Churned,8-Nov-2021,,,3
Region C,Country 3,9/30/2021,0016R000036J0en,Active,6-Oct-2021,,,0
Region C,Country 16,10/22/2021,0016R000036J0eX,Active,,,,2
Region C,Country 16,9/30/2021,0016R000036J0Gf,Active,30-Sep-2021,,,1
Region C,Country 16,9/30/2021,0016R000036J0gg,Active,30-Sep-2021,,1/15/2022 12:39 AM,1
Region C,Country 16,9/30/2021,0016R000036J0gh,Active,30-Sep-2021,,1/15/2022 12:39 AM,2
Region C,Country 16,9/30/2021,0016R000036J0gM,Active,30-Sep-2021,,1/15/2022 12:39 AM,1
Region C,Country 16,9/30/2021,0016R000036J0h0,Active,30-Sep-2021,,1/15/2022 12:39 AM,2
Region C,Country 3,9/30/2021,0016R000036J0hA,Active,6-Oct-2021,,,1
Region C,Country 3,9/30/2021,0016R000036J0he,Active,6-Oct-2021,,,0
Region C,Country 3,9/30/2021,0016R000036J0hF,Active,6-Oct-2021,,,0
Region C,Country 16,9/30/2021,0016R000036J0hj,Active,30-Sep-2021,,1/15/2022 12:39 AM,3
Region C,Country 16,9/30/2021,0016R000036J0hk,Active,30-Sep-2021,,1/15/2022 12:39 AM,2
Region C,Country 3,9/30/2021,0016R000036J0hK,Active,6-Oct-2021,,,0
Region C,Country 3,9/30/2021,0016R000036J0ho,Active,6-Oct-2021,,,0
Region C,Country 3,9/30/2021,0016R000036J0hP,Active,6-Oct-2021,,,0
Region C,Country 3,9/30/2021,0016R000036J0ht,Active,6-Oct-2021,,,0
Region C,Country 3,9/30/2021,0016R000036J0hU,Active,6-Oct-2021,,,0
Region C,Country 3,9/30/2021,0016R000036J0hy,Active,6-Oct-2021,,,0
Region C,Country 3,9/30/2021,0016R000036J0hZ,Active,6-Oct-2021,,,0
Region C,Country 3,9/30/2021,0016R000036J0i3,Active,6-Oct-2021,,,0
Region C,Country 3,9/30/2021,0016R000036J0i4,Active,6-Oct-2021,,,0
Region C,Country 3,9/30/2021,0016R000036J0ic,Active,6-Oct-2021,,,0
Region C,Country 3,9/30/2021,0016R000036J0id,Active,10/6/2021,,,0
Region C,Country 3,9/30/2021,0016R000036J0iD,Active,6-Oct-2021,,,0
Region C,Country 3,9/30/2021,0016R000036J0ie,Active,6-Oct-2021,,,0
Region C,Country 3,9/30/2021,0016R000036J0ih,Active,6-Oct-2021,,,0
Region C,Country 3,9/30/2021,0016R000036J0ii,Active,6-Oct-2021,,,0
Region C,Country 3,9/30/2021,0016R000036J0iI,Active,6-Oct-2021,,,0
Region C,Country 16,9/30/2021,0016R000036J0ij,Active,30-Sep-2021,,1/15/2022 12:39 AM,2
Region C,Country 3,9/30/2021,0016R000036J0im,Active,6-Oct-2021,,,0
Region C,Country 3,9/30/2021,0016R000036J0iN,Active,6-Oct-2021,,,0
Region C,Country 3,9/30/2021,0016R000036J0in,Active,6-Oct-2021,,,0
Region C,Country 16,10/4/2021,0016R000036J0IQ,Active,4-Oct-2021,,12/27/2021 12:44 PM,3
Region C,Country 3,9/30/2021,0016R000036J0ir,Active,6-Oct-2021,,,0
Region C,Country 3,9/30/2021,0016R000036J0iS,Active,6-Oct-2021,,,0
Region C,Country 3,9/30/2021,0016R000036J0iT,Active,6-Oct-2021,,,0
Region C,Country 3,9/30/2021,0016R000036J0iU,Active,6-Oct-2021,,,0
Region C,Country 3,9/30/2021,0016R000036J0iw,Active,6-Oct-2021,,,0
Region C,Country 3,9/30/2021,0016R000036J0iX,Active,6-Oct-2021,,,0
Region C,Country 3,9/30/2021,0016R000036J0iY,Active,6-Oct-2021,,,0
Region C,Country 3,9/30/2021,0016R000036J0j6,Active,6-Oct-2021,,,0
Region C,Country 3,9/30/2021,0016R000036J0ja,Active,6-Oct-2021,,,0
